"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2903","Well, Melania won't have to worry about this, @realdonaldtrump #flaccid Chinese researchers say they have found the… https://t.co/YjPf5sNZoz",FALSE,0,NA,2020-05-07 18:27:05,TRUE,NA,"1258463379334758402",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SergeantPinback",0,FALSE,FALSE,NA,NA
"2904","RT @Jali_Cat: 🚨 REAL NEWS ALERT🚨

FDA has approved trials for a lung 'disinfectant.'

💁‍♀️You know...the thing @realDonaldTrump talked abou…",FALSE,0,NA,2020-05-07 18:26:58,FALSE,NA,"1258463349089730565",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Expectivisms",1583,TRUE,FALSE,NA,NA
"2905","RT @babs_klein: Bottom line takeaway from Trump's pandemic response: Trump doesn't care if we die.
There is no other way to interpret his b…",FALSE,0,NA,2020-05-07 18:26:55,FALSE,NA,"1258463336024465410",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","babs_klein",3,TRUE,FALSE,NA,NA
"2906","RT @the_resistor: @realDonaldTrump The TRUTH IS going to come out 

It ISN'T China's Fault

It IS @realDonaldTrump's FAULT

Trump IGNORED &amp;…",FALSE,0,NA,2020-05-07 18:26:54,FALSE,NA,"1258463335026061314",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","scmacw",813,TRUE,FALSE,NA,NA
"2907","RT @DrDenaGrayson: Whoops! @realDonaldTrump's personal valet **who serves Trump's food and beverage** has tested positive for #coronavirus.…",FALSE,0,NA,2020-05-07 18:26:38,FALSE,NA,"1258463265295790080",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SandyKAlano",659,TRUE,FALSE,NA,NA
"2908","RT @Jali_Cat: 🚨 REAL NEWS ALERT🚨

FDA has approved trials for a lung 'disinfectant.'

💁‍♀️You know...the thing @realDonaldTrump talked abou…",FALSE,0,NA,2020-05-07 18:26:34,FALSE,NA,"1258463248543879168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KimKriz1",1583,TRUE,FALSE,NA,NA
"2909","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 18:26:32,FALSE,NA,"1258463241216368642",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dwren99",1300,TRUE,FALSE,NA,NA
"2910","RT @benbrookjohn: @realDonaldTrump @VP @WhiteHouse the COVID-19 death count is just shy of 75,000. Can we expect a news briefing bragging w…",FALSE,0,NA,2020-05-07 18:26:24,FALSE,NA,"1258463206885990402",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DaveensMoore",1,TRUE,FALSE,NA,NA
"2911","RT @kdcnett: @realDonaldTrump HAPPENING NOW: Nurses are outside the White House decrying PPE shortages &amp; reading the names of 88 nurses who…",FALSE,0,NA,2020-05-07 18:26:22,FALSE,NA,"1258463200523063296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GeeGeeMorris",122,TRUE,FALSE,NA,NA
"2912","@realDonaldTrump and accomplices @Twitter and
@FoxNews,
This is more #BloodOnYourHands 

https://t.co/Mff5ijajmn",FALSE,0,"realDonaldTrump",2020-05-07 18:26:22,FALSE,NA,"1258463200405630976","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NoFreedomOfSpee",0,FALSE,FALSE,NA,NA
"2913","Believe what you want, as I will...  @nytimes @BBCBreaking @WSJ @washingtonpost @WSJPolitics @FoxNews @BarackObama… https://t.co/FNpKpZl6vE",FALSE,4,NA,2020-05-07 18:26:13,TRUE,NA,"1258463162799542272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MariaConchita_A",2,FALSE,FALSE,NA,NA
"2914","RT @growglobal1: @JoeBiden A perfect encapsulation of what a real leader is; the polar opposite to @realDonaldTrump A feckless coward, only…",FALSE,0,NA,2020-05-07 18:26:11,FALSE,NA,"1258463154473926656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ron_shau",22,TRUE,FALSE,NA,NA
"2915","@WhiteHouse @realDonaldTrump Hmmm all those people there when you have been exposed to Covid 19 did you tell any of them that?",FALSE,0,"WhiteHouse",2020-05-07 18:26:09,FALSE,"1258102144030461953","1258463144747372544","822215673812119553","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CanuckCatLady",0,FALSE,FALSE,NA,NA
"2916","An anachronistic application of this would have been .@realDonaldTrump claiming he’s had COVID-19 back when he was… https://t.co/lJ9Z0GNdwu",FALSE,2,NA,2020-05-07 18:26:08,TRUE,NA,"1258463141756915717",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aJSDecepida",1,FALSE,FALSE,NA,NA
"2917","@realDonaldTrump @POTUS Maybe if you STOPPED tweeting you would have read more of the daily reports. Maybe we would… https://t.co/7ckTxrK7ya",FALSE,0,"realDonaldTrump",2020-05-07 18:25:59,TRUE,"1257741326650470400","1258463102057754625","25073877","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kimby1556",0,FALSE,FALSE,NA,NA
"2918","RT @RL9631: This concern of COVID-19 is a huge scam and political stunt. Orchestrated by globalists next step to one government and total c…",FALSE,0,NA,2020-05-07 18:25:55,FALSE,NA,"1258463084995317896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lmramey",518,TRUE,FALSE,NA,NA
"2919","@realDonaldTrump This are COVID-19 p https://t.co/Nusy46HPMK",FALSE,1,"realDonaldTrump",2020-05-07 18:25:55,FALSE,"1258432889303248896","1258463084831784960","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hamza_zayyad",0,FALSE,FALSE,NA,NA
"2920","RT @SteveSchmidtSES: This ad has unnerved and rattled the unsteady hand  of @realDonaldTrump.  He was  played by the Chinese over Covid-19.…",FALSE,0,NA,2020-05-07 18:25:38,FALSE,NA,"1258463016284274693",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GlobalEdD2020",12724,TRUE,FALSE,NA,NA
"2921","RT @Peoples_Pundit: Imagine the media coverage if @realDonaldTrump had issued executive orders locking down nursing homes, forcing them to…",FALSE,0,NA,2020-05-07 18:25:36,FALSE,NA,"1258463007031603200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GOP_Crisis",100,TRUE,FALSE,NA,NA
"2922","RT @RL9631: This concern of COVID-19 is a huge scam and political stunt. Orchestrated by globalists next step to one government and total c…",FALSE,0,NA,2020-05-07 18:25:26,FALSE,NA,"1258462962781691906",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ANorvege",518,TRUE,FALSE,NA,NA
"2923","RT @love4thegameAK: Q Drop 4137 5.7.20 #SaveAmerica
@realDonaldTrump 2020 
(2/2)

https://t.co/r872REp3j6📁
Russia using HCQ to treat COVID-…",FALSE,0,NA,2020-05-07 18:25:20,FALSE,NA,"1258462940946067458",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JAQ6789",9,TRUE,FALSE,NA,NA
"2924","RT @RL9631: This concern of COVID-19 is a huge scam and political stunt. Orchestrated by globalists next step to one government and total c…",FALSE,0,NA,2020-05-07 18:25:20,FALSE,NA,"1258462938370842635",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WepaFuego",518,TRUE,FALSE,NA,NA
"2925","Is it true that @realDonaldTrump has been in direct contact with #Covid_19 😗😗😗😗😗tell me it isn’t so.",FALSE,0,NA,2020-05-07 18:25:19,FALSE,NA,"1258462933731938305",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","frankjg_jr",0,FALSE,FALSE,NA,NA
"2926","!!New Q-Drop 4135

Title:
California Wants to Quarantine People with COVID-19 (Plus Contacts), Even Removing Them f… https://t.co/ta5b0DYL4E",FALSE,7,NA,2020-05-07 18:25:13,TRUE,NA,"1258462908247412736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gholland04",8,FALSE,FALSE,NA,NA
"2927","RT @kdcnett: @realDonaldTrump HAPPENING NOW: Nurses are outside the White House decrying PPE shortages &amp; reading the names of 88 nurses who…",FALSE,0,NA,2020-05-07 18:25:12,FALSE,NA,"1258462905680441348",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JodiOls59475776",122,TRUE,FALSE,NA,NA
"2928","RT @RL9631: This concern of COVID-19 is a huge scam and political stunt. Orchestrated by globalists next step to one government and total c…",FALSE,0,NA,2020-05-07 18:25:12,FALSE,NA,"1258462904732364801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RealitySmackU",518,TRUE,FALSE,NA,NA
"2929","RT @RL9631: This concern of COVID-19 is a huge scam and political stunt. Orchestrated by globalists next step to one government and total c…",FALSE,0,NA,2020-05-07 18:25:04,FALSE,NA,"1258462872683905026",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WisenerSr",518,TRUE,FALSE,NA,NA
"2930","RT @rnlynn1958: I believe COVID-19 Is Being Weaponized By The @DNC @SpeakerPelosi #DeepStateCabal to Take Down The Greatest President Of Al…",FALSE,0,NA,2020-05-07 18:24:51,FALSE,NA,"1258462819764383746",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WisenerSr",113,TRUE,FALSE,NA,NA
"2931","RT @DrDenaGrayson: Whoops! @realDonaldTrump's personal valet **who serves Trump's food and beverage** has tested positive for #coronavirus.…",FALSE,0,NA,2020-05-07 18:24:45,FALSE,NA,"1258462791972814848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","macterrell",659,TRUE,FALSE,NA,NA
"2932","I cant believe @realDonaldTrump gave his valet #Covid_19",FALSE,1,NA,2020-05-07 18:24:45,FALSE,NA,"1258462790702043143",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sjlulker",0,FALSE,FALSE,NA,NA
"2933","RT @the_resistor: @realDonaldTrump @GovChristie Truth be Told . . . . the bottomless Pit of DECEIT &amp; CORRUPTION, LIES &amp; HATE that IS @realD…",FALSE,0,NA,2020-05-07 18:24:40,FALSE,NA,"1258462772678914050",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SueIsrael",38,TRUE,FALSE,NA,NA
"2934","RT @kdcnett: @realDonaldTrump HAPPENING NOW: Nurses are outside the White House decrying PPE shortages &amp; reading the names of 88 nurses who…",FALSE,0,NA,2020-05-07 18:24:30,FALSE,NA,"1258462730715103235",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JohnMcParland",122,TRUE,FALSE,NA,NA
"2935","RT @DrDenaGrayson: Whoops! @realDonaldTrump's personal valet **who serves Trump's food and beverage** has tested positive for #coronavirus.…",FALSE,0,NA,2020-05-07 18:24:25,FALSE,NA,"1258462707470262272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","patrickmajor56",659,TRUE,FALSE,NA,NA
"2936","RT @DrDenaGrayson: Whoops! @realDonaldTrump's personal valet **who serves Trump's food and beverage** has tested positive for #coronavirus.…",FALSE,0,NA,2020-05-07 18:24:19,FALSE,NA,"1258462685286428672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lesliejoan58",659,TRUE,FALSE,NA,NA
"2937","Like #tRUMP creeping up on women to grab them by their genitals, #Covid19 is creeping up on @realDonaldtRUMP. Hopef… https://t.co/xt090NAX9o",FALSE,0,NA,2020-05-07 18:24:16,TRUE,NA,"1258462669071245315",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","johnmerzetti",0,FALSE,FALSE,NA,NA
"2938","A Valet in the @WhiteHouse who interacts with the maskless @realDonaldTrump @VP #Pence tests positive for #Covid_19 https://t.co/J8tjJdude3",FALSE,7,NA,2020-05-07 18:24:04,FALSE,NA,"1258462620304027650",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","megamouthmedia",0,FALSE,FALSE,NA,NA
"2939","I’m going to post this every day until people get it. Hydroxychloroquine (HCQ) and zinc sulfate (Zn2+) stops COVID-… https://t.co/DVShelWmiB",FALSE,3,NA,2020-05-07 18:24:01,TRUE,NA,"1258462608895737858",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PaulSchmehl",1,FALSE,FALSE,NA,NA
"2940","RT @the_resistor: @realDonaldTrump @GovChristie Truth be Told . . . . the bottomless Pit of DECEIT &amp; CORRUPTION, LIES &amp; HATE that IS @realD…",FALSE,0,NA,2020-05-07 18:23:50,FALSE,NA,"1258462562586439681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amayzing_greyce",38,TRUE,FALSE,NA,NA
"2941","RT @DrDenaGrayson: Whoops! @realDonaldTrump's personal valet **who serves Trump's food and beverage** has tested positive for #coronavirus.…",FALSE,0,NA,2020-05-07 18:23:48,FALSE,NA,"1258462554474582017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeffscottt",659,TRUE,FALSE,NA,NA
"2942","RT @LauraJeanDawe: @realDonaldTrump How is it that a 17 YEAR OLD High School student knew about the virus on Dec 29, 2019??!!!

HE created…",FALSE,0,NA,2020-05-07 18:23:46,FALSE,NA,"1258462545347657730",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sdreed1108",69,TRUE,FALSE,NA,NA
"2943","RT @love4thegameAK: Q Drop 4137 5.7.20  #FactsMatter
@realDonaldTrump 2020 🇺🇸
(1/2)

https://t.co/r872REp3j6📁
Russia using HCQ to treat COV…",FALSE,0,NA,2020-05-07 18:23:45,FALSE,NA,"1258462541858004992",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LindaBibeau2",8,TRUE,FALSE,NA,NA
"2944","Hey @realDonaldTrump .I found covid 19 cure!! Try it! https://t.co/cem24xZne4",FALSE,0,NA,2020-05-07 18:23:42,FALSE,NA,"1258462529048776705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tuts53749204",0,FALSE,FALSE,NA,NA
"2945","RT @love4thegameAK: Q Drop 4137 5.7.20 #SaveAmerica
@realDonaldTrump 2020 
(2/2)

https://t.co/r872REp3j6📁
Russia using HCQ to treat COVID-…",FALSE,0,NA,2020-05-07 18:23:42,FALSE,NA,"1258462528423596033",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LindaBibeau2",9,TRUE,FALSE,NA,NA
"2946","RT @DrDenaGrayson: Whoops! @realDonaldTrump's personal valet **who serves Trump's food and beverage** has tested positive for #coronavirus.…",FALSE,0,NA,2020-05-07 18:23:39,FALSE,NA,"1258462516067237889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","McdunnoughH",659,TRUE,FALSE,NA,NA
"2947","RT @RL9631: This concern of COVID-19 is a huge scam and political stunt. Orchestrated by globalists next step to one government and total c…",FALSE,0,NA,2020-05-07 18:23:33,FALSE,NA,"1258462489039298560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","archerenemy",518,TRUE,FALSE,NA,NA
"2948","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 18:23:32,FALSE,NA,"1258462486652567554",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AZoljan",1300,TRUE,FALSE,NA,NA
"2949","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 18:23:25,FALSE,NA,"1258462457015578624",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DebGraham7",1300,TRUE,FALSE,NA,NA
"2950","Keeping America Safe is the @realDonaldTrump Administration’s number one priority. The @StateDept is doing its part… https://t.co/Curpt805sE",FALSE,8,NA,2020-05-07 18:23:23,TRUE,NA,"1258462447494627328",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","State_E",3,FALSE,FALSE,NA,NA
"2951","RT @SteveSchmidtSES: This ad has unnerved and rattled the unsteady hand  of @realDonaldTrump.  He was  played by the Chinese over Covid-19.…",FALSE,0,NA,2020-05-07 18:23:12,FALSE,NA,"1258462401877311488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JillMack30",12724,TRUE,FALSE,NA,NA
"2952","RT @BeeshoAnthony: President Disinfect @realDonaldTrump valet tested positive for Covid-19, Trump and his administration don't wear masks i…",FALSE,0,NA,2020-05-07 18:23:07,FALSE,NA,"1258462380427640832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BeeshoAnthony",1,TRUE,FALSE,NA,NA
"2953","@realDonaldTrump, oooh imagine that? Hitting close to home now. Damn virus has some nerve! Keep shaking hands tho.… https://t.co/jE5z9CL3Xa",FALSE,0,"realDonaldTrump",2020-05-07 18:23:04,TRUE,NA,"1258462370936037379","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DVanDyke2",0,FALSE,FALSE,NA,NA
"2954","RT @mosglorum: @realDonaldTrump @realDonaldTrump , As you know , I designated this day to be a National Day of Me. As our Nation falls Deep…",FALSE,0,NA,2020-05-07 18:22:58,FALSE,NA,"1258462343790383104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","charlieboy_ron",2,TRUE,FALSE,NA,NA
"2955","@catson @titodinzey Now we have a real hope that @realDonaldTrump may catch COVID-19 and then it's #DropDeadTrump time.",FALSE,0,"catson",2020-05-07 18:22:57,FALSE,"1258448139746512902","1258462340477005826","19400343","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","InTrumpHell",0,FALSE,FALSE,NA,NA
"2956","RT @simon_ekpa: The fraudulent @MBuhari @NGRSenate defrauding the world with Covid-19 @dino_melaye @MaziNnamdiKanu @realDonaldTrump @EUCoun…",FALSE,0,NA,2020-05-07 18:22:53,FALSE,NA,"1258462322613522432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OssyForward",665,TRUE,FALSE,NA,NA
"2957","President Disinfect @realDonaldTrump valet tested positive for Covid-19, Trump and his administration don't wear ma… https://t.co/st87aN0dKc",FALSE,1,NA,2020-05-07 18:22:53,TRUE,NA,"1258462322609188864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BeeshoAnthony",1,FALSE,FALSE,NA,NA
"2958","RT @DrDenaGrayson: Whoops! @realDonaldTrump's personal valet **who serves Trump's food and beverage** has tested positive for #coronavirus.…",FALSE,0,NA,2020-05-07 18:22:52,FALSE,NA,"1258462316657610752",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lisadelivers",659,TRUE,FALSE,NA,NA
"2959","@PeterAlexander Time for @realDonaldTrump to have a third #Covid_19 🦠 test... Oh at the next #TrumpPressBriefing &amp;… https://t.co/RVyIaE0GK4",FALSE,0,"PeterAlexander",2020-05-07 18:22:50,TRUE,"1258424817486901249","1258462308180856832","91386979","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChipOdina",0,FALSE,FALSE,NA,NA
"2960","RT @DrDenaGrayson: Whoops! @realDonaldTrump's personal valet **who serves Trump's food and beverage** has tested positive for #coronavirus.…",FALSE,0,NA,2020-05-07 18:22:22,FALSE,NA,"1258462190866219015",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MattViaCanada",659,TRUE,FALSE,NA,NA
"2961","RT @DrDenaGrayson: Whoops! @realDonaldTrump's personal valet **who serves Trump's food and beverage** has tested positive for #coronavirus.…",FALSE,0,NA,2020-05-07 18:22:20,FALSE,NA,"1258462185006776321",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","amck74407349",659,TRUE,FALSE,NA,NA
"2962","RT @mrtommyjeff: @JoeNBC Interesting that Parscale the Grifter names the @realDonaldTrump campaign the Death Star. 

Because that is what t…",FALSE,0,NA,2020-05-07 18:22:11,FALSE,NA,"1258462147782246400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lura_ks1972",11,TRUE,FALSE,NA,NA
"2963","RT @Jali_Cat: 🚨 REAL NEWS ALERT🚨

FDA has approved trials for a lung 'disinfectant.'

💁‍♀️You know...the thing @realDonaldTrump talked abou…",FALSE,0,NA,2020-05-07 18:22:03,FALSE,NA,"1258462112667643905",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MDaggs",1583,TRUE,FALSE,NA,NA
"2964","RT @DrDenaGrayson: Whoops! @realDonaldTrump's personal valet **who serves Trump's food and beverage** has tested positive for #coronavirus.…",FALSE,0,NA,2020-05-07 18:22:03,FALSE,NA,"1258462112206262275",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Andrea34233170",659,TRUE,FALSE,NA,NA
"2965","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 18:22:01,FALSE,NA,"1258462105382064128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MattViaCanada",1300,TRUE,FALSE,NA,NA
"2966","RT @CaslerNoel: Trump could have been spreading Covid-19 to everyone in that factory on Tuesday because he didn’t want to look bad in a cam…",FALSE,0,NA,2020-05-07 18:21:55,FALSE,NA,"1258462079004168194",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sforslev",462,TRUE,FALSE,NA,NA
"2967","RT @DrDenaGrayson: Whoops! @realDonaldTrump's personal valet **who serves Trump's food and beverage** has tested positive for #coronavirus.…",FALSE,0,NA,2020-05-07 18:21:53,FALSE,NA,"1258462071462793218",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","joe12806950",659,TRUE,FALSE,NA,NA
"2968","RT @Jali_Cat: 🚨 REAL NEWS ALERT🚨

FDA has approved trials for a lung 'disinfectant.'

💁‍♀️You know...the thing @realDonaldTrump talked abou…",FALSE,0,NA,2020-05-07 18:21:52,FALSE,NA,"1258462065573888003",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Patriot_Mom_17",1583,TRUE,FALSE,NA,NA
"2969","RT @DrDenaGrayson: Whoops! @realDonaldTrump's personal valet **who serves Trump's food and beverage** has tested positive for #coronavirus.…",FALSE,0,NA,2020-05-07 18:21:40,FALSE,NA,"1258462015921819648",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DislerFrank",659,TRUE,FALSE,NA,NA
"2970","RT @Tige2340: @realDonaldTrump  You told him it was a hoax right? That it would go away when it warmed up? Funny how Brazil is so warm, Rus…",FALSE,0,NA,2020-05-07 18:21:38,FALSE,NA,"1258462006786560002",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LlardnerC",3,TRUE,FALSE,NA,NA
"2971","RT @CaslerNoel: While Trump was berating a nurse in the Oval Office yesterday who was telling the truth about the lack on PPE she experienc…",FALSE,0,NA,2020-05-07 18:21:30,FALSE,NA,"1258461974427508743",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rooble14352847",1300,TRUE,FALSE,NA,NA
"2972","RT @YepDemocracy: @parscale Death Star - I get it, this is a riff on how many people @realDonaldTrump has killed with his #Covid-19, #Hydro…",FALSE,0,NA,2020-05-07 18:21:26,FALSE,NA,"1258461955750113280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","19tk69",2,TRUE,FALSE,NA,NA
"2973","@Lastmedic @NBCNews Where is @realdonaldtrump response to COVID-19 on this map?
#UnfollowBobo #SteveFromFloridaSucks @bobohstern",FALSE,0,"Lastmedic",2020-05-07 18:21:24,FALSE,"1258412096179576834","1258461950108991489","407048454","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BirdieKingBobo",0,FALSE,FALSE,NA,NA
"2974","@realDonaldTrump Was your valet “liberating” #Virginia #Michigan &amp; #Minnesota? https://t.co/zh9aj0vvlj",FALSE,0,"realDonaldTrump",2020-05-07 18:21:22,FALSE,"1258020179692445697","1258461941451952135","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","belle_province",0,FALSE,FALSE,NA,NA
"2975","@GovRonDeSantis @SRC_EM @SRSheriffFL @FLForestService @fema @realDonaldTrump Excuse me Mr Governor, how many Covid-… https://t.co/871MC6xKhh",FALSE,11,"GovRonDeSantis",2020-05-07 18:21:21,TRUE,"1258461585783222272","1258461935542116358","1058807868","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Hazawk",2,FALSE,FALSE,NA,NA
"2976","RT @rnlynn1958: I believe COVID-19 Is Being Weaponized By The @DNC @SpeakerPelosi #DeepStateCabal to Take Down The Greatest President Of Al…",FALSE,0,NA,2020-05-07 18:21:11,FALSE,NA,"1258461894723153920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here4Trump2020",113,TRUE,FALSE,NA,NA
"2977","RT @the_resistor: @realDonaldTrump The TRUTH IS going to come out 

It ISN'T CHINA'S or @WHO's Fault

It IS @realDonaldTrump's FAULT

Trump…",FALSE,0,NA,2020-05-07 18:21:07,FALSE,NA,"1258461880059863040",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Flatbeat53",77,TRUE,FALSE,NA,NA
"2978","RT @Jali_Cat: 🚨 REAL NEWS ALERT🚨

FDA has approved trials for a lung 'disinfectant.'

💁‍♀️You know...the thing @realDonaldTrump talked abou…",FALSE,0,NA,2020-05-07 18:20:59,FALSE,NA,"1258461845012258819",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1proudamcitizen",1583,TRUE,FALSE,NA,NA
"2979","RT @YourSinsR4given: 💥💥PLANDEMIC MOVIE 
TRAILER-THE HIDDEN 
AGENDA BEHIND COVID-19
PLEASE WATCH ‼️💥💥
@RudyGiuliani 
POTUS @realDonaldTrump…",FALSE,0,NA,2020-05-07 18:20:50,FALSE,NA,"1258461806667927555",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deedeeprospertx",23,TRUE,FALSE,NA,NA
