"Id","SalePrice"
1461,124857.735781674
1462,169880.818261731
1463,172909.909581435
1464,202115.082515127
1465,198536.325732103
1466,183812.435554747
1467,199171.159277954
1468,171953.671304634
1469,210073.908135586
1470,116289.471060199
1471,203757.197053775
1472,122857.924887331
1473,98044.5894037825
1474,153812.851330793
1475,121539.988514459
1476,316345.169497624
1477,247328.373885034
1478,291745.122606755
1479,268995.920728214
1480,403927.527808422
1481,296516.453042164
1482,215587.943196281
1483,177029.496656578
1484,175084.629942979
1485,202438.314960179
1486,209237.713993109
1487,283108.918143381
1488,257536.496122026
1489,186371.898052704
1490,229616.215851483
1491,213582.780294439
1492,97147.0686952297
1493,213297.249287613
1494,292577.096094433
1495,280318.456265697
1496,220381.580065983
1497,170647.297072591
1498,158062.559127251
1499,164470.073047278
1500,154511.258139071
1501,200764.956214345
1502,146413.548896089
1503,269937.200177573
1504,250575.356240475
1505,226126.790304014
1506,207501.119381618
1507,250536.538409661
1508,205858.00535963
1509,162173.779830096
1510,150871.316818519
1511,148728.657236554
1512,194486.203374298
1513,175586.117964086
1514,148017.682292948
1515,223032.778569423
1516,180874.201914707
1517,177198.228439345
1518,125166.841516191
1519,246544.36518119
1520,131354.627713184
1521,128001.125835492
1522,207970.629937083
1523,86638.4357863091
1524,118444.535023427
1525,108844.290489479
1526,96711.4162132094
1527,88261.7973093525
1528,156219.4811725
1529,134204.501644012
1530,237754.482867787
1531,153611.205809917
1532,107005.813926885
1533,152736.492626317
1534,128885.535009062
1535,151271.509806404
1536,100703.422234441
1537,27089.1024046686
1538,188074.864870831
1539,232911.383291705
1540,108722.713852893
1541,155491.749980303
1542,140379.313751994
1543,194647.861411674
1544,81201.6480314145
1545,140540.343262915
1546,139336.693445973
1547,147369.841567837
1548,147384.18610417
1549,123225.080425012
1550,128235.274805463
1551,136967.709675022
1552,128926.110329391
1553,150237.700745302
1554,124080.09230326
1555,175855.631846239
1556,81631.4388253611
1557,84617.9370415192
1558,99909.5559215035
1559,59494.5085483793
1560,135636.805257634
1561,120104.726518495
1562,117245.105989427
1563,121819.175208873
1564,149616.468969718
1565,136798.79046928
1566,245974.148858387
1567,66309.6500192004
1568,224736.012003479
1569,93880.6988600345
1570,146721.72037373
1571,104631.785739378
1572,141703.744561592
1573,246587.289955051
1574,120159.615922562
1575,245584.711675155
1576,249055.083282991
1577,198743.959296121
1578,148758.779592687
1579,135646.950150462
1580,209086.360853238
1581,142180.183757511
1582,124697.652571459
1583,309693.06998379
1584,230656.977328112
1585,155074.64055398
1586,50156.6421485825
1587,107290.306670816
1588,149616.460653895
1589,105216.63392202
1590,138860.422650037
1591,65022.1898466011
1592,129914.661565345
1593,141338.010694215
1594,129395.366000099
1595,109577.958270052
1596,219104.605168319
1597,173834.518289542
1598,212082.101044525
1599,201678.733283787
1600,188013.366050207
1601,29723.0182593555
1602,124480.091839239
1603,62616.827064548
1604,255726.47471662
1605,265209.842977404
1606,179916.000777326
1607,173219.272132948
1608,221502.900051547
1609,196563.000504197
1610,155697.362402497
1611,161510.263529433
1612,164759.55973625
1613,167532.703327547
1614,127484.308113841
1615,63132.0723239924
1616,40788.9074727283
1617,65151.0135844693
1618,108766.148968895
1619,153347.57766907
1620,180367.054334709
1621,133201.655811583
1622,130390.866583683
1623,263643.692180509
1624,214481.19040638
1625,127166.336778412
1626,198261.784691056
1627,196530.263013763
1628,277692.006750936
1629,200572.432602921
1630,325362.3412369
1631,220096.001725887
1632,239719.595369495
1633,191781.648474705
1634,195318.942279885
1635,186404.053783111
1636,162796.096915538
1637,199744.581020707
1638,225859.012039647
1639,208459.926668565
1640,273888.121387084
1641,205047.748291478
1642,229198.662156239
1643,228576.244791661
1644,234305.265311501
1645,231763.443763903
1646,182431.466705
1647,178553.656423485
1648,135170.908221357
1649,138045.476246752
1650,112500.517022291
1651,103856.266495212
1652,126946.219542438
1653,127843.763417166
1654,154297.51542039
1655,151704.816854002
1656,143564.462636532
1657,155174.481620336
1658,146584.750504058
1659,136794.026629759
1660,140191.791869452
1661,378950.727006545
1662,330786.262593459
1663,327335.929096566
1664,426649.009172039
1665,287824.754422414
1666,294376.889534701
1667,305540.529138548
1668,308671.568001937
1669,292265.168534563
1670,310780.207875107
1671,268222.798999112
1672,387393.181162745
1673,289235.621291913
1674,254750.116322942
1675,190003.442915177
1676,197834.626363863
1677,219589.612152868
1678,406510.571763937
1679,328527.650472304
1680,287544.384069862
1681,250679.266029978
1682,292991.321074551
1683,196673.294585229
1684,201001.464591919
1685,176174.344377719
1686,176191.317342408
1687,182297.013389612
1688,209756.577807355
1689,207463.443798039
1690,213665.457704652
1691,201226.616185914
1692,257119.805988893
1693,185112.083095437
1694,191336.397456984
1695,185527.626990279
1696,272693.280381427
1697,190769.720664139
1698,325880.983493906
1699,300129.732817463
1700,254625.067621452
1701,282757.89104079
1702,256986.784273803
1703,259206.629987217
1704,279923.954326304
1705,240835.413866817
1706,374500.372002425
1707,197211.368739715
1708,205800.297365601
1709,268932.702497201
1710,235949.134705237
1711,269886.462035207
1712,258863.847700711
1713,262493.523148463
1714,224189.870902483
1715,206847.514651449
1716,184667.339545837
1717,188448.944190575
1718,129473.097889859
1719,217607.985069153
1720,248016.950102588
1721,180170.908247078
1722,116186.899059612
1723,160204.019920783
1724,222146.246486242
1725,236463.654674538
1726,188791.488444447
1727,154375.088178202
1728,198197.169894202
1729,172847.469211487
1730,173898.973220566
1731,118086.840090517
1732,120498.434497971
1733,112980.705758084
1734,114882.846420569
1735,128553.104501081
1736,106697.658566349
1737,323144.016948666
1738,243279.9319477
1739,269978.527341244
1740,195789.494654172
1741,188915.636738697
1742,177524.68353968
1743,184395.545058454
1744,297018.515365907
1745,225483.658670624
1746,236843.268864441
1747,235342.847940723
1748,230903.084299849
1749,161865.358361636
1750,157140.074077452
1751,257000.505527838
1752,114852.47241462
1753,156991.331192462
1754,233345.476963383
1755,172318.60449544
1756,124069.347310423
1757,104202.40410478
1758,147253.609238714
1759,188789.005591886
1760,169443.484969868
1761,167374.543026626
1762,169984.165008096
1763,178207.106850217
1764,115634.032320384
1765,200563.494067694
1766,210635.123999947
1767,248217.249244558
1768,150183.110886218
1769,182500.335347265
1770,163096.064481895
1771,117377.027250907
1772,131332.568937615
1773,111618.941809048
1774,153517.81631883
1775,149578.673558297
1776,140138.972514588
1777,107367.637257661
1778,141608.571778006
1779,138423.0815794
1780,193498.997098779
1781,123152.738416709
1782,52393.7353020638
1783,128977.115625558
1784,86900.2339805961
1785,109900.304255667
1786,110794.67357103
1787,165078.774277283
1788,15703.8557544249
1789,100232.299318077
1790,36356.8058298485
1791,211979.166322261
1792,178897.221199991
1793,154207.789084419
1794,176870.107454208
1795,137471.652137069
1796,144871.368061761
1797,140424.944977367
1798,109289.699277317
1799,111436.531685516
1800,117096.225751674
1801,101471.512756309
1802,141964.817927831
1803,175989.892667159
1804,138855.889118285
1805,151262.665223697
1806,139082.366789107
1807,174123.397220275
1808,122188.844184703
1809,114167.920656825
1810,148312.25823752
1811,60267.0598829026
1812,91527.21487621
1813,120556.124681128
1814,81437.2946971665
1815,21906.5865996619
1816,97683.5102121463
1817,97273.3035177823
1818,166181.575556131
1819,123517.478697012
1820,38736.3014860695
1821,108560.950747939
1822,148772.937236011
1823,17557.7201505808
1824,142371.252961523
1825,142941.676679719
1826,104814.462805751
1827,97924.4459720256
1828,137110.304691826
1829,149888.413328113
1830,164709.729273609
1831,194949.474279545
1832,103452.674816352
1833,165543.998639984
1834,127520.155206466
1835,116099.683440474
1836,130197.901914569
1837,91241.090107932
1838,123011.660911187
1839,81884.0464250903
1840,153142.70623528
1841,137380.611763599
1842,85919.1116761758
1843,128347.304279426
1844,130030.884550696
1845,135791.925063293
1846,150740.529737515
1847,173316.503216111
1848,2373.02711117687
1849,131010.412593119
1850,123733.098888339
1851,154994.158144973
1852,127484.876634056
1853,126485.341572565
1854,188998.72647639
1855,164724.4174681
1856,242071.93074557
1857,142359.489635931
1858,135583.855014204
1859,127036.578154983
1860,155333.060714559
1861,125833.442368164
1862,278454.380192024
1863,276865.646184617
1864,276880.657205627
1865,320883.517941299
1866,311336.716163262
1867,235328.394677957
1868,287517.736816532
1869,224664.494579005
1870,249987.851855508
1871,243751.393022405
1872,174448.73914267
1873,226640.268201867
1874,143869.65793113
1875,211411.611824619
1876,211059.613970615
1877,224594.508455483
1878,215774.580340995
1879,110867.318648247
1880,148900.544432527
1881,245824.953806226
1882,251385.115544055
1883,196577.691933132
1884,209414.317149902
1885,262123.551422858
1886,276250.287269133
1887,235337.592505984
1888,284294.565723725
1889,169393.155582573
1890,118096.543763865
1891,145758.961177172
1892,74575.5749483783
1893,141874.93080259
1894,100117.707902689
1895,165939.373740944
1896,122466.399927675
1897,117507.298939833
1898,127247.217355497
1899,145278.048457448
1900,151779.362238082
1901,166550.44162921
1902,148132.391192288
1903,219009.106447043
1904,137117.773215621
1905,199017.221591147
1906,158347.292397277
1907,219367.477090235
1908,129943.346485304
1909,151127.50207511
1910,136087.924985582
1911,223626.527223427
1912,290605.614481185
1913,150516.120884043
1914,52919.4490437729
1915,250400.493588321
1916,33377.3687073382
1917,260337.080144043
1918,152893.245711657
1919,197029.345046095
1920,179454.188678983
1921,336739.132433378
1922,296825.030104228
1923,233128.220871494
1924,237787.137799655
1925,231830.835095035
1926,337952.721926105
1927,133228.432970369
1928,166296.4844472
1929,111477.685589832
1930,141833.505760412
1931,140355.021676708
1932,136079.94229773
1933,156107.143237213
1934,187050.427917006
1935,183782.356485896
1936,188822.715499827
1937,186885.619492783
1938,174184.555851988
1939,241997.212446695
1940,195648.796354741
1941,182318.106431639
1942,199678.614957742
1943,206849.457834459
1944,279644.165406117
1945,326465.544675453
1946,157288.508644975
1947,275121.997334171
1948,178377.323320631
1949,254091.00100217
1950,214218.778400411
1951,273869.093055405
